date,round,white_id,black_id,white_elo,black_elo,white_title,black_title,result
2019-09-18,3.3,8602883,3503240,2726.0,2763.0,GM,GM,1-0
2019-09-18,3.3,24101605,12401137,2746.0,2708.0,GM,GM,1/2-1/2
2019-09-18,3.3,8603820,8603405,2763.0,2721.0,GM,GM,1/2-1/2
2019-09-18,3.3,1202758,4102142,2656.0,2729.0,GM,GM,1/2-1/2
2019-09-18,3.4,12573981,8603677,2702.0,2811.0,GM,GM,0-1
2019-09-18,3.4,24116068,2047640,2780.0,2707.0,GM,GM,1/2-1/2
2019-09-18,3.4,623539,4122356,2774.0,2681.0,GM,GM,1-0
2019-09-18,3.4,4168119,4147235,2776.0,2718.0,GM,GM,1/2-1/2
2019-09-18,3.4,3503240,8602883,2763.0,2726.0,GM,GM,1-0
2019-09-18,3.4,12401137,24101605,2708.0,2746.0,GM,GM,1/2-1/2
2019-09-18,3.4,8603405,8603820,2721.0,2763.0,GM,GM,0-1
2019-09-18,3.4,4102142,1202758,2729.0,2656.0,GM,GM,1-0
2019-09-18,3.5,2047640,24116068,2707.0,2780.0,GM,GM,1/2-1/2
2019-09-18,3.5,4122356,623539,2681.0,2774.0,GM,GM,1/2-1/2
2019-09-18,3.5,4168119,4147235,2776.0,2718.0,GM,GM,1-0
2019-09-18,3.5,8602883,3503240,2726.0,2763.0,GM,GM,1-0
2019-09-18,3.5,12401137,24101605,2708.0,2746.0,GM,GM,1-0
2019-09-18,3.6,24116068,2047640,2780.0,2707.0,GM,GM,0-1
2019-09-18,3.6,623539,4122356,2774.0,2681.0,GM,GM,1/2-1/2
2019-09-18,3.6,4147235,4168119,2718.0,2776.0,GM,GM,1-0
2019-09-18,3.6,3503240,8602883,2763.0,2726.0,GM,GM,1-0
2019-09-18,3.6,24101605,12401137,2746.0,2708.0,GM,GM,1/2-1/2
2019-09-18,3.7,623539,4122356,2774.0,2681.0,GM,GM,1-0
2019-09-18,3.7,4168119,4147235,2776.0,2718.0,GM,GM,1-0
2019-09-18,3.7,3503240,8602883,2763.0,2726.0,GM,GM,1-0
2019-09-18,3.8,4122356,623539,2681.0,2774.0,GM,GM,1/2-1/2
2019-09-18,3.8,4147235,4168119,2718.0,2776.0,GM,GM,0-1
2019-09-18,3.8,8602883,3503240,2726.0,2763.0,GM,GM,1/2-1/2
2019-09-20,4.1,8603677,4135539,2811.0,2671.0,GM,GM,1/2-1/2
2019-09-20,4.1,1170546,2047640,2730.0,2707.0,GM,GM,1-0
2019-09-20,4.1,623539,4102142,2774.0,2729.0,GM,GM,1-0
2019-09-20,4.1,4152956,5202213,2732.0,2767.0,GM,GM,1-0
2019-09-20,4.1,4168119,8603820,2776.0,2763.0,GM,GM,1/2-1/2
2019-09-20,4.1,12401137,13300474,2708.0,2758.0,GM,GM,1/2-1/2
2019-09-20,4.1,13401319,13400924,2767.0,2758.0,GM,GM,1/2-1/2
2019-09-20,4.1,4126025,3503240,2759.0,2763.0,GM,GM,1-0
2019-09-21,4.2,4135539,8603677,2671.0,2811.0,GM,GM,1/2-1/2
2019-09-21,4.2,2047640,1170546,2707.0,2730.0,GM,GM,1-0
2019-09-21,4.2,4102142,623539,2729.0,2774.0,GM,GM,1/2-1/2
2019-09-21,4.2,5202213,4152956,2767.0,2732.0,GM,GM,1/2-1/2
2019-09-21,4.2,8603820,4168119,2763.0,2776.0,GM,GM,1-0
2019-09-21,4.2,13300474,12401137,2758.0,2708.0,GM,GM,1/2-1/2
2019-09-21,4.2,13400924,13401319,2758.0,2767.0,GM,GM,1/2-1/2
2019-09-21,4.2,3503240,4126025,2763.0,2759.0,GM,GM,1-0
2019-09-22,4.3,8603677,4135539,2811.0,2671.0,GM,GM,1-0
2019-09-22,4.3,2047640,1170546,2707.0,2730.0,GM,GM,1-0
2019-09-22,4.3,13300474,12401137,2758.0,2708.0,GM,GM,1/2-1/2
2019-09-22,4.3,13400924,13401319,2758.0,2767.0,GM,GM,1/2-1/2
2019-09-22,4.3,3503240,4126025,2763.0,2759.0,GM,GM,1/2-1/2
2019-09-22,4.4,4135539,8603677,2671.0,2811.0,GM,GM,0-1
2019-09-22,4.4,1170546,2047640,2730.0,2707.0,GM,GM,1-0
2019-09-22,4.4,12401137,13300474,2708.0,2758.0,GM,GM,1/2-1/2
2019-09-22,4.4,13401319,13400924,2767.0,2758.0,GM,GM,1/2-1/2
2019-09-22,4.4,4126025,3503240,2759.0,2763.0,GM,GM,1-0
2019-09-22,4.5,1170546,2047640,2730.0,2707.0,GM,GM,1-0
2019-09-22,4.5,12401137,13300474,2708.0,2758.0,GM,GM,0-1
2019-09-22,4.5,13400924,13401319,2758.0,2767.0,GM,GM,1/2-1/2
2019-09-22,4.6,2047640,1170546,2707.0,2730.0,GM,GM,1-0
2019-09-22,4.6,13300474,12401137,2758.0,2708.0,GM,GM,1/2-1/2
2019-09-22,4.6,13401319,13400924,2767.0,2758.0,GM,GM,0-1
2019-09-22,4.7,1170546,2047640,2730.0,2707.0,GM,GM,1/2-1/2
2019-09-22,4.8,2047640,1170546,2707.0,2730.0,GM,GM,1-0
2019-09-23,5.1,4126025,8603677,2759.0,2811.0,GM,GM,1/2-1/2
2019-09-23,5.1,2047640,13400924,2707.0,2758.0,GM,GM,1/2-1/2
2019-09-23,5.1,13300474,623539,2758.0,2774.0,GM,GM,1/2-1/2
2019-09-23,5.1,4152956,8603820,2732.0,2763.0,GM,GM,1/2-1/2
2019-09-24,5.2,8603677,4126025,2811.0,2759.0,GM,GM,1-0
2019-09-24,5.2,13400924,2047640,2758.0,2707.0,GM,GM,1-0
2019-09-24,5.2,623539,13300474,2774.0,2758.0,GM,GM,1/2-1/2
2019-09-24,5.2,8603820,4152956,2763.0,2732.0,GM,GM,1/2-1/2
2019-09-25,5.3,13300474,623539,2758.0,2774.0,GM,GM,1/2-1/2
2019-09-25,5.3,8603820,4152956,2763.0,2732.0,GM,GM,1/2-1/2
2019-09-25,5.4,623539,13300474,2774.0,2758.0,GM,GM,1-0
2019-09-25,5.4,4152956,8603820,2732.0,2763.0,GM,GM,1/2-1/2
2019-09-25,5.5,8603820,4152956,2763.0,2732.0,GM,GM,1-0
2019-09-25,5.6,4152956,8603820,2732.0,2763.0,GM,GM,1-0
2019-09-25,5.7,8603820,4152956,2763.0,2732.0,GM,GM,1/2-1/2
2019-09-25,5.8,4152956,8603820,2732.0,2763.0,GM,GM,1/2-1/2
2019-09-25,5.9,8603820,4152956,2763.0,2732.0,GM,GM,1-0
2019-09-26,6.1,8603677,8603820,2811.0,2763.0,GM,GM,1/2-1/2
2019-09-26,6.1,623539,13400924,2774.0,2758.0,GM,GM,1/2-1/2
2019-09-27,6.2,8603820,8603677,2763.0,2811.0,GM,GM,1/2-1/2
2019-09-27,6.2,13400924,623539,2758.0,2774.0,GM,GM,1-0
2019-09-28,6.3,8603820,8603677,2763.0,2811.0,GM,GM,1/2-1/2
2019-09-28,6.4,8603677,8603820,2811.0,2763.0,GM,GM,1-0
2019-09-30,7.1,13400924,8603677,2758.0,2811.0,GM,GM,1/2-1/2
2019-09-30,7.1,8603820,623539,2763.0,2774.0,GM,GM,1/2-1/2
2019-10-01,7.2,8603677,13400924,2811.0,2758.0,GM,GM,1-0
2019-10-01,7.2,623539,8603820,2774.0,2763.0,GM,GM,1/2-1/2
2019-10-02,7.3,13400924,8603677,2758.0,2811.0,GM,GM,1-0
2019-10-02,7.3,8603820,623539,2763.0,2774.0,GM,GM,1/2-1/2
2019-10-03,7.4,8603677,13400924,2811.0,2758.0,GM,GM,1/2-1/2
2019-10-03,7.4,623539,8603820,2774.0,2763.0,GM,GM,1/2-1/2
2019-10-04,7.5,13400924,8603677,2758.0,2811.0,GM,GM,1/2-1/2
2019-10-04,7.6,8603677,13400924,2811.0,2758.0,GM,GM,1/2-1/2
2019-10-04,7.7,8603677,13400924,2811.0,2758.0,GM,GM,1/2-1/2
2019-10-04,7.8,13400924,8603677,2758.0,2811.0,GM,GM,1/2-1/2
2019-10-04,7.9,8603677,13400924,2811.0,2758.0,GM,GM,0-1
2019-10-04,7.1,13400924,8603677,2758.0,2811.0,GM,GM,1-0
2019-10-04,7.5,623539,8603820,2774.0,2763.0,GM,GM,1-0
2017-09-03,1.1,1503014,8501246,2827.0,2255.0,GM,FM,1-0
2017-09-03,1.1,4400704,5202213,2377.0,2792.0,IM,GM,0-1
2017-09-03,1.1,2020009,14300192,2799.0,2398.0,GM,GM,1-0
2017-09-03,1.1,8608156,4101588,2422.0,2803.0,,GM,0-1
2017-09-03,1.1,13300474,14300249,2802.0,2449.0,GM,IM,1-0
2017-09-03,1.1,8603901,13401319,2455.0,2797.0,IM,GM,0-1
2017-09-03,1.1,2016192,10200444,2781.0,2454.0,GM,GM,1-0
2017-09-03,1.1,14700247,623539,2455.0,2804.0,IM,GM,1/2-1/2
2017-09-03,1.1,4126025,10600140,2788.0,2455.0,GM,GM,1-0
2017-09-03,1.1,5702895,5000017,2478.0,2794.0,IM,GM,0-1
2017-09-03,1.1,8603677,7900660,2771.0,2487.0,GM,GM,1-0
2017-09-03,1.1,3208923,14109603,2508.0,2780.0,IM,GM,1/2-1/2
2017-09-03,1.1,24116068,13601903,2777.0,2519.0,GM,GM,1-0
2017-09-03,1.1,4128290,8603405,2529.0,2748.0,GM,GM,1-0
2017-09-03,1.1,4168119,14500116,2741.0,2535.0,GM,GM,1/2-1/2
2017-09-03,1.1,14201801,4102142,2518.0,2756.0,GM,GM,0-1
2017-09-03,1.1,1118358,2106981,2739.0,2533.0,GM,GM,1-0
2017-09-03,1.1,12511412,8603820,2534.0,2750.0,GM,GM,1/2-1/2
2017-09-03,1.1,8604436,116807,2745.0,2540.0,GM,GM,1/2-1/2
2017-09-03,1.1,3503321,5007003,2547.0,2741.0,GM,GM,1-0
2017-09-03,1.1,13400924,7200595,2742.0,2545.0,GM,GM,1/2-1/2
2017-09-03,1.1,4128737,12401137,2531.0,2739.0,GM,GM,1/2-1/2
2017-09-03,1.1,400041,4900847,2738.0,2566.0,GM,GM,1/2-1/2
2017-09-03,1.1,2300044,309095,2539.0,2720.0,GM,GM,0-1
2017-09-03,1.1,14102951,2021285,2734.0,2565.0,GM,GM,0-1
2017-09-03,1.1,3507416,24130737,2573.0,2731.0,GM,GM,1-0
2017-09-03,1.1,2805677,13503758,2737.0,2579.0,GM,GM,1-0
2017-09-03,1.1,5201268,4168003,2574.0,2728.0,GM,GM,0-1
2017-09-03,1.1,14100010,13700316,2727.0,2570.0,GM,GM,1/2-1/2
2017-09-03,1.1,4500261,4152956,2571.0,2728.0,GM,GM,1/2-1/2
2017-09-03,1.1,2205530,5074452,2716.0,2574.0,GM,GM,1-0
2017-09-03,1.1,2107139,605506,2569.0,2728.0,GM,GM,1/2-1/2
2017-09-03,1.1,8601445,108049,2714.0,2580.0,GM,GM,1-0
2017-09-03,1.1,4107012,4147235,2578.0,2710.0,GM,GM,1/2-1/2
2017-09-03,1.1,4118987,13500139,2694.0,2580.0,GM,GM,1-0
2017-09-03,1.1,13602071,1170546,2593.0,2698.0,GM,GM,0-1
2017-09-03,1.1,4158814,24109959,2708.0,2567.0,GM,GM,1/2-1/2
2017-09-03,1.1,5008352,8602883,2589.0,2701.0,GM,GM,1/2-1/2
2017-09-03,1.1,4162722,13600966,2694.0,2607.0,GM,GM,1-0
2017-09-03,1.1,1510045,410608,2588.0,2701.0,GM,GM,1/2-1/2
2017-09-03,1.1,2905540,4202694,2695.0,2573.0,GM,GM,1-0
2017-09-03,1.1,13302507,2806851,2594.0,2695.0,GM,GM,1/2-1/2
2017-09-03,1.1,5029465,3503631,2702.0,2614.0,GM,GM,1/2-1/2
2017-09-03,1.1,1017063,24101605,2620.0,2692.0,GM,GM,0-1
2017-09-03,1.1,14103320,5021596,2694.0,2617.0,GM,GM,1/2-1/2
2017-09-03,1.1,2040506,1202758,2610.0,2674.0,GM,GM,1/2-1/2
2017-09-03,1.1,13601520,2257327,2702.0,2627.0,GM,GM,1/2-1/2
2017-09-03,1.1,14116804,14101025,2621.0,2682.0,GM,GM,0-1
2017-09-03,1.1,10601457,719978,2699.0,2619.0,GM,GM,1/2-1/2
2017-09-03,1.1,12401110,5018471,2629.0,2670.0,GM,GM,1/2-1/2
2017-09-03,1.1,738590,3801497,2675.0,2616.0,GM,GM,1-0
2017-09-03,1.1,2047640,4121830,2633.0,2668.0,GM,GM,1/2-1/2
2017-09-03,1.1,24126055,11600454,2666.0,2625.0,GM,GM,1/2-1/2
2017-09-03,1.1,14117908,14113147,2634.0,2670.0,GM,GM,0-1
2017-09-03,1.1,13300580,114987,2662.0,2649.0,GM,GM,0-1
2017-09-03,1.1,3802272,409561,2648.0,2668.0,GM,GM,1-0
2017-09-03,1.1,4129199,13302485,2654.0,2642.0,GM,GM,1/2-1/2
2017-09-03,1.1,3503739,2285525,2651.0,2656.0,GM,GM,1-0
2017-09-03,1.1,14112906,13502956,2688.0,2642.0,GM,GM,1/2-1/2
2017-09-03,1.1,1130420,8602980,2644.0,2670.0,GM,GM,1/2-1/2
2017-09-03,1.1,14109530,4160258,2645.0,2650.0,GM,GM,1-0
2017-09-03,1.1,14603853,608742,2646.0,2657.0,GM,GM,1/2-1/2
2017-09-03,1.1,112275,24651516,2649.0,2633.0,GM,GM,1/2-1/2
2017-09-03,1.1,3700488,4100107,2634.0,2648.0,GM,GM,0-1
2017-09-04,1.2,8501246,1503014,2255.0,2827.0,FM,GM,0-1
2017-09-04,1.2,5202213,4400704,2792.0,2377.0,GM,IM,1/2-1/2
2017-09-04,1.2,14300192,2020009,2398.0,2799.0,GM,GM,0-1
2017-09-04,1.2,4101588,8608156,2803.0,2422.0,GM,,1/2-1/2
2017-09-04,1.2,14300249,13300474,2449.0,2802.0,IM,GM,0-1
2017-09-04,1.2,13401319,8603901,2797.0,2455.0,GM,IM,1/2-1/2
2017-09-04,1.2,10200444,2016192,2454.0,2781.0,GM,GM,0-1
2017-09-04,1.2,623539,14700247,2804.0,2455.0,GM,IM,1-0
2017-09-04,1.2,10600140,4126025,2455.0,2788.0,GM,GM,0-1
2017-09-04,1.2,5000017,5702895,2794.0,2478.0,GM,IM,1/2-1/2
2017-09-04,1.2,7900660,8603677,2487.0,2771.0,GM,GM,1/2-1/2
2017-09-04,1.2,14109603,3208923,2780.0,2508.0,GM,IM,1/2-1/2
2017-09-04,1.2,13601903,24116068,2519.0,2777.0,GM,GM,1/2-1/2
2017-09-04,1.2,8603405,4128290,2748.0,2529.0,GM,GM,1-0
2017-09-04,1.2,14500116,4168119,2535.0,2741.0,GM,GM,1/2-1/2
2017-09-04,1.2,4102142,14201801,2756.0,2518.0,GM,GM,1-0
2017-09-04,1.2,2106981,1118358,2533.0,2739.0,GM,GM,1/2-1/2
2017-09-04,1.2,8603820,12511412,2750.0,2534.0,GM,GM,1/2-1/2
2017-09-04,1.2,116807,8604436,2540.0,2745.0,GM,GM,0-1
2017-09-04,1.2,5007003,3503321,2741.0,2547.0,GM,GM,1-0
2017-09-04,1.2,7200595,13400924,2545.0,2742.0,GM,GM,0-1
2017-09-04,1.2,12401137,4128737,2739.0,2531.0,GM,GM,1-0
2017-09-04,1.2,4900847,400041,2566.0,2738.0,GM,GM,1/2-1/2
2017-09-04,1.2,309095,2300044,2720.0,2539.0,GM,GM,1-0
2017-09-04,1.2,2021285,14102951,2565.0,2734.0,GM,GM,1-0
2017-09-04,1.2,24130737,3507416,2731.0,2573.0,GM,GM,1-0
2017-09-04,1.2,13503758,2805677,2579.0,2737.0,GM,GM,1/2-1/2
2017-09-04,1.2,4168003,5201268,2728.0,2574.0,GM,GM,1/2-1/2
2017-09-04,1.2,13700316,14100010,2570.0,2727.0,GM,GM,1/2-1/2
2017-09-04,1.2,4152956,4500261,2728.0,2571.0,GM,GM,1-0
2017-09-04,1.2,5074452,2205530,2574.0,2716.0,GM,GM,1-0
2017-09-04,1.2,605506,2107139,2728.0,2569.0,GM,GM,1/2-1/2
2017-09-04,1.2,108049,8601445,2580.0,2714.0,GM,GM,0-1
2017-09-04,1.2,4147235,4107012,2710.0,2578.0,GM,GM,1/2-1/2
2017-09-04,1.2,13500139,4118987,2580.0,2694.0,GM,GM,1/2-1/2
2017-09-04,1.2,1170546,13602071,2698.0,2593.0,GM,GM,1-0
2017-09-04,1.2,24109959,4158814,2567.0,2708.0,GM,GM,1/2-1/2
2017-09-04,1.2,8602883,5008352,2701.0,2589.0,GM,GM,1-0
2017-09-04,1.2,13600966,4162722,2607.0,2694.0,GM,GM,1/2-1/2
2017-09-04,1.2,410608,1510045,2701.0,2588.0,GM,GM,1/2-1/2
2017-09-04,1.2,4202694,2905540,2573.0,2695.0,GM,GM,1/2-1/2
2017-09-04,1.2,2806851,13302507,2695.0,2594.0,GM,GM,1/2-1/2
2017-09-04,1.2,3503631,5029465,2614.0,2702.0,GM,GM,0-1
2017-09-04,1.2,24101605,1017063,2692.0,2620.0,GM,GM,1-0
2017-09-04,1.2,5021596,14103320,2617.0,2694.0,GM,GM,1-0
2017-09-04,1.2,1202758,2040506,2674.0,2610.0,GM,GM,1/2-1/2
2017-09-04,1.2,2257327,13601520,2627.0,2702.0,GM,GM,1/2-1/2
2017-09-04,1.2,14101025,14116804,2682.0,2621.0,GM,GM,1-0
2017-09-04,1.2,719978,10601457,2619.0,2699.0,GM,GM,1/2-1/2
2017-09-04,1.2,5018471,12401110,2670.0,2629.0,GM,GM,1/2-1/2
2017-09-04,1.2,3801497,738590,2616.0,2675.0,GM,GM,0-1
2017-09-04,1.2,4121830,2047640,2668.0,2633.0,GM,GM,1-0
2017-09-04,1.2,11600454,24126055,2625.0,2666.0,GM,GM,1/2-1/2
2017-09-04,1.2,14113147,14117908,2670.0,2634.0,GM,GM,1/2-1/2
2017-09-04,1.2,114987,13300580,2649.0,2662.0,GM,GM,1/2-1/2
2017-09-04,1.2,409561,3802272,2668.0,2648.0,GM,GM,1/2-1/2
2017-09-04,1.2,13302485,4129199,2642.0,2654.0,GM,GM,1/2-1/2
2017-09-04,1.2,2285525,3503739,2656.0,2651.0,GM,GM,1/2-1/2
2017-09-04,1.2,13502956,14112906,2642.0,2688.0,GM,GM,0-1
2017-09-04,1.2,8602980,1130420,2670.0,2644.0,GM,GM,1-0
2017-09-04,1.2,4160258,14109530,2650.0,2645.0,GM,GM,1-0
2017-09-04,1.2,608742,14603853,2657.0,2646.0,GM,GM,1/2-1/2
2017-09-04,1.2,24651516,112275,2633.0,2649.0,GM,GM,1-0
2017-09-04,1.2,4100107,3700488,2648.0,2634.0,GM,GM,1-0
2017-09-05,1.3,14109603,3208923,2780.0,2508.0,GM,IM,1-0
2017-09-05,1.3,8603405,4128290,2748.0,2529.0,GM,GM,1-0
2017-09-05,1.3,14500116,4168119,2535.0,2741.0,GM,GM,1/2-1/2
2017-09-05,1.3,8603820,12511412,2750.0,2534.0,GM,GM,1-0
2017-09-05,1.3,3503321,5007003,2547.0,2741.0,GM,GM,1/2-1/2
2017-09-05,1.3,400041,4900847,2738.0,2566.0,GM,GM,1-0
2017-09-05,1.3,24130737,3507416,2731.0,2573.0,GM,GM,1-0
2017-09-05,1.3,13700316,14100010,2570.0,2727.0,GM,GM,0-1
2017-09-05,1.3,2205530,5074452,2716.0,2574.0,GM,GM,1-0
2017-09-05,1.3,605506,2107139,2728.0,2569.0,GM,GM,1-0
2017-09-05,1.3,4147235,4107012,2710.0,2578.0,GM,GM,1-0
2017-09-05,1.3,4158814,24109959,2708.0,2567.0,GM,GM,1-0
2017-09-05,1.3,1510045,410608,2588.0,2701.0,GM,GM,1/2-1/2
2017-09-05,1.3,2806851,13302507,2695.0,2594.0,GM,GM,1-0
2017-09-05,1.3,1202758,2040506,2674.0,2610.0,GM,GM,1/2-1/2
2017-09-05,1.3,13601520,2257327,2702.0,2627.0,GM,GM,1/2-1/2
2017-09-05,1.3,10601457,719978,2699.0,2619.0,GM,GM,1/2-1/2
2017-09-05,1.3,5018471,12401110,2670.0,2629.0,GM,GM,1/2-1/2
2017-09-05,1.3,24126055,11600454,2666.0,2625.0,GM,GM,1/2-1/2
2017-09-05,1.3,13302485,4129199,2642.0,2654.0,GM,GM,1/2-1/2
2017-09-05,1.3,4160258,14109530,2650.0,2645.0,GM,GM,1-0
2017-09-05,1.3,14603853,608742,2646.0,2657.0,GM,GM,1/2-1/2
2017-09-05,1.4,3208923,14109603,2508.0,2780.0,IM,GM,0-1
2017-09-05,1.4,4128290,8603405,2529.0,2748.0,GM,GM,1/2-1/2
2017-09-05,1.4,4168119,14500116,2741.0,2535.0,GM,GM,1/2-1/2
2017-09-05,1.4,12511412,8603820,2534.0,2750.0,GM,GM,0-1
2017-09-05,1.4,5007003,3503321,2741.0,2547.0,GM,GM,1/2-1/2
2017-09-05,1.4,4900847,400041,2566.0,2738.0,GM,GM,1/2-1/2
2017-09-05,1.4,3507416,24130737,2573.0,2731.0,GM,GM,0-1
2017-09-05,1.4,14100010,13700316,2727.0,2570.0,GM,GM,1-0
2017-09-05,1.4,5074452,2205530,2574.0,2716.0,GM,GM,1/2-1/2
2017-09-05,1.4,2107139,605506,2569.0,2728.0,GM,GM,1/2-1/2
2017-09-05,1.4,4107012,4147235,2578.0,2710.0,GM,GM,1/2-1/2
2017-09-05,1.4,24109959,4158814,2567.0,2708.0,GM,GM,0-1
2017-09-05,1.4,410608,1510045,2701.0,2588.0,GM,GM,1/2-1/2
2017-09-05,1.4,13302507,2806851,2594.0,2695.0,GM,GM,1/2-1/2
2017-09-05,1.4,2040506,1202758,2610.0,2674.0,GM,GM,1-0
2017-09-05,1.4,2257327,13601520,2627.0,2702.0,GM,GM,1/2-1/2
2017-09-05,1.4,719978,10601457,2619.0,2699.0,GM,GM,1/2-1/2
2017-09-05,1.4,12401110,5018471,2629.0,2670.0,GM,GM,1/2-1/2
2017-09-05,1.4,11600454,24126055,2625.0,2666.0,GM,GM,1/2-1/2
2017-09-05,1.4,4129199,13302485,2654.0,2642.0,GM,GM,1-0
2017-09-05,1.4,14109530,4160258,2645.0,2650.0,GM,GM,1-0
2017-09-05,1.4,608742,14603853,2657.0,2646.0,GM,GM,1/2-1/2
2017-09-05,1.5,14500116,4168119,2535.0,2741.0,GM,GM,1/2-1/2
2017-09-05,1.5,3503321,5007003,2547.0,2741.0,GM,GM,1/2-1/2
2017-09-05,1.5,410608,1510045,2701.0,2588.0,GM,GM,1/2-1/2
2017-09-05,1.5,13601520,2257327,2702.0,2627.0,GM,GM,1-0
2017-09-05,1.5,719978,10601457,2619.0,2699.0,GM,GM,1-0
2017-09-05,1.5,12401110,5018471,2629.0,2670.0,GM,GM,0-1
2017-09-05,1.5,11600454,24126055,2625.0,2666.0,GM,GM,1/2-1/2
2017-09-05,1.5,4160258,14109530,2650.0,2645.0,GM,GM,1-0
2017-09-05,1.5,608742,14603853,2657.0,2646.0,GM,GM,0-1
2017-09-05,1.6,4168119,14500116,2741.0,2535.0,GM,GM,1-0
2017-09-05,1.6,5007003,3503321,2741.0,2547.0,GM,GM,1-0
2017-09-05,1.6,1510045,410608,2588.0,2701.0,GM,GM,1-0
2017-09-05,1.6,2257327,13601520,2627.0,2702.0,GM,GM,1-0
2017-09-05,1.6,10601457,719978,2699.0,2619.0,GM,GM,1/2-1/2
2017-09-05,1.6,5018471,12401110,2670.0,2629.0,GM,GM,1/2-1/2
2017-09-05,1.6,24126055,11600454,2666.0,2625.0,GM,GM,1-0
2017-09-05,1.6,14109530,4160258,2645.0,2650.0,GM,GM,0-1
2017-09-05,1.6,14603853,608742,2646.0,2657.0,GM,GM,1-0
2017-09-05,1.7,2257327,13601520,2627.0,2702.0,GM,GM,1/2-1/2
2017-09-05,1.8,13601520,2257327,2702.0,2627.0,GM,GM,1-0
2017-09-06,2.1,4100107,1503014,2648.0,2827.0,GM,GM,0-1
2017-09-06,2.1,5202213,24651516,2792.0,2633.0,GM,GM,1/2-1/2
2017-09-06,2.1,14603853,2020009,2646.0,2799.0,GM,GM,1/2-1/2
2017-09-06,2.1,4101588,4160258,2803.0,2650.0,GM,GM,1-0
2017-09-06,2.1,8602980,13300474,2670.0,2802.0,GM,GM,1/2-1/2
2017-09-06,2.1,13401319,14112906,2797.0,2688.0,GM,GM,1/2-1/2
2017-09-06,2.1,3503739,2016192,2651.0,2781.0,GM,GM,1/2-1/2
2017-09-06,2.1,623539,4129199,2804.0,2654.0,GM,GM,1-0
2017-09-06,2.1,3802272,4126025,2648.0,2788.0,GM,GM,1/2-1/2
2017-09-06,2.1,5000017,114987,2794.0,2649.0,GM,GM,0-1
2017-09-06,2.1,14113147,8603677,2670.0,2771.0,GM,GM,1/2-1/2
2017-09-06,2.1,14109603,24126055,2780.0,2666.0,GM,GM,1/2-1/2
2017-09-06,2.1,4121830,24116068,2668.0,2777.0,GM,GM,1/2-1/2
2017-09-06,2.1,8603405,738590,2748.0,2675.0,GM,GM,1/2-1/2
2017-09-06,2.1,5018471,4168119,2670.0,2741.0,GM,GM,1/2-1/2
2017-09-06,2.1,4102142,719978,2756.0,2619.0,GM,GM,1/2-1/2
2017-09-06,2.1,14101025,1118358,2682.0,2739.0,GM,GM,1/2-1/2
2017-09-06,2.1,8603820,13601520,2750.0,2702.0,GM,GM,1/2-1/2
2017-09-06,2.1,2040506,8604436,2610.0,2745.0,GM,GM,1/2-1/2
2017-09-06,2.1,5007003,5021596,2741.0,2617.0,GM,GM,1/2-1/2
2017-09-06,2.1,24101605,13400924,2692.0,2742.0,GM,GM,1/2-1/2
2017-09-06,2.1,12401137,5029465,2739.0,2702.0,GM,GM,0-1
2017-09-06,2.1,2806851,400041,2695.0,2738.0,GM,GM,1/2-1/2
2017-09-06,2.1,309095,2905540,2720.0,2695.0,GM,GM,1-0
2017-09-06,2.1,24130737,4162722,2731.0,2694.0,GM,GM,1-0
2017-09-06,2.1,8602883,2805677,2701.0,2737.0,GM,GM,1/2-1/2
2017-09-06,2.1,4168003,4158814,2728.0,2708.0,GM,GM,1/2-1/2
2017-09-06,2.1,1170546,14100010,2698.0,2727.0,GM,GM,1/2-1/2
2017-09-06,2.1,4152956,4118987,2728.0,2694.0,GM,GM,1/2-1/2
2017-09-06,2.1,4147235,2205530,2710.0,2716.0,GM,GM,1/2-1/2
2017-09-06,2.1,605506,8601445,2728.0,2714.0,GM,GM,1/2-1/2
2017-09-06,2.1,1510045,2021285,2588.0,2565.0,GM,GM,1/2-1/2
2017-09-07,2.2,1503014,4100107,2827.0,2648.0,GM,GM,1-0
2017-09-07,2.2,24651516,5202213,2633.0,2792.0,GM,GM,1/2-1/2
2017-09-07,2.2,2020009,14603853,2799.0,2646.0,GM,GM,1/2-1/2
2017-09-07,2.2,4160258,4101588,2650.0,2803.0,GM,GM,1/2-1/2
2017-09-07,2.2,13300474,8602980,2802.0,2670.0,GM,GM,1/2-1/2
2017-09-07,2.2,14112906,13401319,2688.0,2797.0,GM,GM,1/2-1/2
2017-09-07,2.2,2016192,3503739,2781.0,2651.0,GM,GM,1/2-1/2
2017-09-07,2.2,4129199,623539,2654.0,2804.0,GM,GM,1/2-1/2
2017-09-07,2.2,4126025,3802272,2788.0,2648.0,GM,GM,1/2-1/2
2017-09-07,2.2,114987,5000017,2649.0,2794.0,GM,GM,1/2-1/2
2017-09-07,2.2,8603677,14113147,2771.0,2670.0,GM,GM,1/2-1/2
2017-09-07,2.2,24126055,14109603,2666.0,2780.0,GM,GM,1-0
2017-09-07,2.2,24116068,4121830,2777.0,2668.0,GM,GM,1/2-1/2
2017-09-07,2.2,738590,8603405,2675.0,2748.0,GM,GM,1/2-1/2
2017-09-07,2.2,4168119,5018471,2741.0,2670.0,GM,GM,1/2-1/2
2017-09-07,2.2,719978,4102142,2619.0,2756.0,GM,GM,1/2-1/2
